Train No,Station Code,Halt
68017,CKP,0
68018,CKP,120
68018,BRM,1
68018,RKSN,2
68018,MMV,1
68018,SINI,1
68018,KND,1
68018,KZU,1
68018,MIK,1
68018,CNI,5
68018,NIM,1
68018,BRMD,1
68018,BBM,1
68018,URMA,1
68018,KTD,1
68018,TAO,1
68018,PRR,30
68018,CHRA,1
68018,KSU,1
68018,BGA,1
68018,ANR,1
68018,GRB,1
68018,ADRA,30
68018,SNKR,1
68018,RUI,1
68018,SNTD,1
68018,BJE,2
68018,SDMD,1
68018,BCB,1
68018,JBO,1
68018,VAA,2
68018,KRKN,1
68018,LYD,1
68018,TSAH,1
68018,MLQ,1
68018,MHQ,6
68018,KHRI,1
68018,KNF,1
68018,KARO,1
68018,GMO,0
68019,JGM,120
68019,KATB,1
68019,GII,2
68019,KNM,1
68019,CKU,1
68019,KKPR,1
68019,DVM,2
68019,GTS,1
68019,GUD,1
68019,RHE,1
68019,ASB,1
68019,GVDP,1
68019,TATA,10
68019,ADTP,1
68019,GMH,1
68019,BIRP,1
68019,KND,1
68019,KZU,1
68019,MIK,1
68019,CNI,2
68019,NIM,1
68019,BRMD,1
68019,BBM,1
68019,URMA,1
68019,KTD,1
68019,TAO,1
68019,PRR,2
68019,GTD,1
68019,CAS,1
68019,GUG,1
68019,DRGU,1
68019,PNW,1
68019,RDF,1
68019,BKSC,2
68019,TKB,1
68019,RJB,1
68019,CRP,2
68019,DDGA,1
68019,JNNA,2
68019,PLJE,0
68020,PLJE,120
68020,JNNA,1
68020,DDGA,1
68020,CRP,2
68020,RJB,1
68020,TKB,1
68020,BKSC,5
68020,RDF,1
68020,PNW,1
68020,DRGU,1
68020,GUG,1
68020,CAS,1
68020,GTD,1
68020,PRR,2
68020,TAO,1
68020,KTD,1
68020,URMA,1
68020,BBM,1
68020,BRMD,1
68020,NIM,1
68020,CNI,1
68020,MIK,1
68020,KZU,1
68020,KND,1
68020,BIRP,1
68020,GMH,1
68020,ADTP,1
68020,TATA,10
68020,SLJR,1
68020,GVDP,1
68020,ASB,1
68020,RHE,1
68020,GUD,1
68020,GTS,1
68020,DVM,1
68020,KKPR,1
68020,CKU,1
68020,KNM,1
68020,GII,1
68020,KATB,1
68020,JGM,0
68021,KGP,120
68021,HIJ,1
68021,BPE,1
68021,NYA,1
68021,VKD,1
68021,BLDA,1
68021,NSI,1
68021,DNT,1
68021,AGV,1
68021,LXD,1
68021,JER,1
68021,RGT,1
68021,ARD,1
68021,BTS,1
68021,NMBR,1
68021,ROP,1
68021,HIP,1
68021,BLS,0
68022,BLS,120
68022,HIP,1
68022,ROP,1
68022,NMBR,1
68022,BTS,1
68022,ARD,1
68022,RGT,1
68022,JER,1
68022,LXD,1
68022,AGV,1
68022,DNT,1
68022,NSI,1
68022,BLDA,1
68022,VKD,1
68022,NYA,1
68022,BPE,1
68022,HIJ,1
68022,KGP,0
68023,JGM,120
68023,KATB,1
68023,GII,1
68023,KNM,1
68023,CKU,1
68023,KKPR,1
68023,DVM,1
68023,GTS,1
68023,GUD,1
68023,RHE,1
68023,ASB,1
68023,GVDP,1
68023,TATA,10
68023,ADTP,1
68023,GMH,1
68023,BIRP,1
68023,KND,1
68023,KZU,1
68023,MIK,1
68023,CNI,2
68023,NIM,1
68023,BRMD,1
68023,BBM,1
68023,URMA,1
68023,KTD,1
68023,TAO,1
68023,PRR,0
68024,PRR,120
68024,TAO,1
68024,KTD,1
68024,URMA,1
68024,BBM,1
68024,BRMD,1
68024,NIM,1
68024,CNI,2
68024,MIK,1
68024,KZU,1
68024,KND,1
68024,BIRP,1
68024,GMH,1
68024,ADTP,1
68024,TATA,10
68024,GVDP,1
68024,ASB,1
68024,RHE,2
68024,GUD,2
68024,GTS,2
68024,DVM,2
68024,KKPR,2
68024,CKU,2
68024,KNM,2
68024,GII,2
68024,KATB,1
68024,JGM,0
68047,KGP,120
68047,HIJ,1
68047,BPE,1
68047,NYA,1
68047,VKD,1
68047,BLDA,0
68048,BLDA,120
68048,VKD,1
68048,NYA,1
68048,BPE,1
68048,HIJ,1
68048,KGP,0
68053,ADRA,120
68053,GRB,1
68053,ANR,1
68053,BGA,1
68053,KSU,1
68053,CHRA,1
68053,PRR,2
68053,TAO,1
68053,KTD,1
68053,URMA,1
68053,BBM,0
68054,BBM,120
68054,URMA,1
68054,KTD,1
68054,TAO,1
68054,PRR,2
68054,CHRA,1
68054,KSU,1
68054,BGA,1
68054,ANR,1
68054,GRB,1
68054,ADRA,0
68055,ASN,120
68055,BURN,1
68055,DMA,1
68055,MDKD,1
68055,MDF,1
68055,RKI,1
68055,BERO,1
68055,JOC,1
68055,ADRA,30
68055,GRB,1
68055,ANR,1
68055,BGA,1
68055,KSU,1
68055,CHRA,1
68055,PRR,5
68055,TAO,1
68055,KTD,1
68055,URMA,1
68055,BBM,1
68055,BRMD,1
68055,NIM,1
68055,CNI,2
68055,MIK,1
68055,KZU,1
68055,KND,1
68055,BIRP,1
68055,GMH,1
68055,ADTP,1
68055,TATA,0
68056,TATA,120
68056,ADTP,1
68056,GMH,1
68056,BIRP,1
68056,KND,1
68056,KZU,1
68056,MIK,1
68056,CNI,2
68056,NIM,1
68056,BRMD,1
68056,BBM,1
68056,URMA,1
68056,KTD,1
68056,TAO,1
68056,PRR,30
68056,CHRA,1
68056,KSU,1
68056,BGA,1
68056,ANR,1
68056,GRB,1
68056,ADRA,10
68056,JOC,1
68056,BERO,1
68056,RKI,1
68056,MDF,1
68056,MDKD,1
68056,DMA,1
68056,BURN,1
68056,ASN,0
68057,ADRA,120
68057,GRB,1
68057,ANR,1
68057,BGA,1
68057,KSU,1
68057,CHRA,1
68057,PRR,0
68058,PRR,120
68058,CHRA,1
68058,KSU,1
68058,BGA,1
68058,ANR,1
68058,GRB,1
68058,ADRA,0
68059,BBM,120
68059,URMA,1
68059,KTD,1
68059,TAO,1
68059,PRR,2
68059,CHRA,1
68059,KSU,1
68059,BGA,1
68059,ANR,1
68059,GRB,1
68059,ADRA,15
68059,JOC,1
68059,BERO,1
68059,RKI,1
68059,MDF,1
68059,MDKD,1
68059,DMA,1
68059,BURN,1
68059,ASN,0
68060,ASN,120
68060,BURN,1
68060,DMA,1
68060,MDKD,1
68060,MDF,1
68060,RKI,1
68060,BERO,1
68060,JOC,1
68060,ADRA,45
68060,GRB,1
68060,ANR,1
68060,BGA,1
68060,KSU,1
68060,CHRA,1
68060,PRR,2
68060,TAO,1
68060,KTD,1
68060,URMA,1
68060,BBM,0
68063,ADRA,120
68063,JOC,1
68063,BERO,1
68063,RKI,1
68063,MDF,1
68063,MDKD,1
68063,DMA,1
68063,BURN,1
68063,ASN,0
68069,ADRA,120
68069,JOC,1
68069,BERO,1
68069,RKI,1
68069,MDF,1
68069,MDKD,1
68069,DMA,1
68069,BURN,1
68069,ASN,0
68070,ASN,120
68070,BURN,1
68070,DMA,1
68070,MDKD,1
68070,MDF,1
68070,RKI,1
68070,BERO,1
68070,JOC,1
68070,ADRA,0
68071,ADRA,120
68071,SNKR,1
68071,RUI,1
68071,SNTD,1
68071,BJE,2
68071,SDMD,1
68071,BCB,1
68071,JBO,1
68071,VAA,2
68071,KRKN,1
68071,LYD,1
68071,TSAH,1
68071,MLQ,1
68071,MHQ,2
68071,KHRI,1
68071,KNF,0
68072,VAA,120
68072,JBO,1
68072,BCB,1
68072,SDMD,1
68072,BJE,2
68072,SNTD,1
68072,RUI,1
68072,SNKR,1
68072,ADRA,0
68073,BJE,120
68073,SDMD,1
68073,BCB,1
68073,JBO,1
68073,VAA,0
68074,KNF,120
68074,KHRI,1
68074,MHQ,2
68074,MLQ,1
68074,TSAH,1
68074,LYD,1
68074,KRKN,1
68074,VAA,2
68074,JBO,1
68074,BCB,1
68074,SDMD,1
68074,BJE,0
68075,ADRA,120
68075,SNKR,1
68075,RUI,1
68075,SNTD,1
68075,BJE,0
68076,BJE,120
68076,SNTD,1
68076,RUI,1
68076,SNKR,1
68076,ADRA,0
68077,ADRA,120
68077,SNKR,1
68077,RUI,1
68077,SNTD,1
68077,BJE,1
68077,SDMD,1
68077,BCB,1
68077,JBO,1
68077,VAA,0
68078,VAA,120
68078,JBO,1
68078,BCB,1
68078,SDMD,1
68078,BJE,2
68078,SNTD,1
68078,RUI,1
68078,SNKR,1
68078,ADRA,0
68079,BJE,120
68079,SBW,1
68079,TLE,1
68079,MHQ,6
68079,JNN,1
68079,DDGA,1
68079,CRP,0
68080,CRP,120
68080,DDGA,1
68080,JNN,1
68080,MHQ,18
68080,TLE,1
68080,SBW,1
68080,BJE,0
68081,BQA,120
68081,ANCR,1
68081,CJN,1
68081,JPH,1
68081,SRJM,1
68081,IBL,1
68081,MYX,1
68081,ADRA,0
68082,ADRA,120
68082,MYX,1
68082,IBL,1
68082,SRJM,1
68082,JPH,1
68082,CJN,1
68082,ANCR,1
68082,BQA,2
68082,BXL,1
68082,KISN,1
68082,ODM,1
68082,RSG,1
68082,VSU,0
68088,DHN,120
68088,DOKM,2
68088,PKA,2
68088,RKJE,2
68088,SDBH,2
68088,PEH,10
68088,SDMD,1
68088,BJE,2
68088,SNTD,1
68088,RUI,1
68088,SNKR,1
68088,ADRA,10
68088,MYX,1
68088,IBL,1
68088,SRJM,1
68088,JPH,1
68088,CJN,1
68088,ANCR,1
68088,BQA,0
68089,MDN,120
68089,BUTA,1
68089,GSL,1
68089,SLB,1
68089,CDGR,1
68089,GBA,1
68089,BGO,1
68089,PBA,1
68089,VSU,1
68089,RSG,1
68089,ODM,1
68089,BXL,1
68089,BQA,5
68089,ANCR,1
68089,CJN,1
68089,JPH,1
68089,SRJM,1
68089,IBL,1
68089,MYX,1
68089,ADRA,0
68090,ADRA,120
68090,MYX,1
68090,IBL,1
68090,SRJM,1
68090,JPH,1
68090,CJN,1
68090,ANCR,1
68090,BQA,5
68090,BXL,1
68090,ODM,1
68090,RSG,1
68090,VSU,1
68090,PBA,1
68090,BGO,1
68090,GBA,1
68090,CDGR,1
68090,SLB,1
68090,GSL,1
68090,BUTA,1
68090,MDN,0
68091,MDN,120
68091,GKL,1
68091,GMDN,1
68091,KGP,13
68091,KKQ,1
68091,KSO,1
68091,SUA,1
68091,BNB,1
68091,JGM,0
68092,JGM,120
68092,BNB,1
68092,SUA,1
68092,KSO,1
68092,KKQ,1
68092,KGP,10
68092,MDN,0
68093,MDN,120
68093,GKL,1
68093,GMDN,1
68093,KGP,10
68093,NPTY,1
68093,KKQ,1
68093,KSO,1
68093,SUA,1
68093,BNB,1
68093,JGM,0
68094,JGM,120
68094,BNB,1
68094,SUA,1
68094,KSO,1
68094,KKQ,1
68094,NPTY,1
68094,KGP,10
68094,GMDN,1
68094,GKL,1
68094,MDN,0
68097,GBA,120
68097,BGO,1
68097,PBA,1
68097,VSU,1
68097,RSG,1
68097,ODM,1
68097,BXL,1
68097,BQA,1
68097,ANCR,1
68097,CJN,1
68097,JPH,1
68097,SRJM,1
68097,IBL,1
68097,MYX,1
68097,ADRA,0
68098,ADRA,120
68098,MYX,1
68098,IBL,1
68098,SRJM,1
68098,JPH,1
68098,CJN,1
68098,ANCR,1
68098,BQA,2
68098,BXL,1
68098,ODM,1
68098,RSG,1
68098,VSU,1
68098,PBA,1
68098,BGO,1
68098,GBA,0
68643,KGP,120
68643,HIJ,0
68644,HIJ,120
68644,KGP,0
68645,KGP,120
68645,HIJ,0
68646,HIJ,120
68646,KGP,0
68685,MCA,120
68685,NDGJ,1
68685,BOP,1
68685,NPMR,1
68685,PKU,12
68685,RGX,1
68685,RGA,1
68685,SMTG,1
68685,TMZ,1
68685,NDKR,1
68685,LSGS,1
68685,DSPN,1
68685,HEN,1
68685,NCN,1
68685,KATI,1
68685,STLB,1
68685,SJPA,1
68685,APRD,1
68685,BDPA,1
68685,RMRB,1
68685,TKRA,1
68685,DGHA,0
68686,DGHA,120
68686,TKRA,1
68686,RMRB,1
68686,BDPA,1
68686,APRD,1
68686,SJPA,1
68686,STLB,1
68686,KATI,1
68686,NCN,1
68686,HEN,1
68686,DSPN,1
68686,LSGS,1
68686,NDKR,1
68686,TMZ,1
68686,SMTG,1
68686,RGA,1
68686,RGX,1
68686,PKU,0
68688,DGHA,120
68688,TKRA,1
68688,RMRB,1
68688,BDPA,1
68688,APRD,1
68688,SJPA,1
68688,STLB,1
68688,KATI,1
68688,NCN,1
68688,HEN,1
68688,DSPN,1
68688,LSGS,1
68688,NDKR,1
68688,TMZ,1
68688,SMTG,1
68688,RGA,1
68688,RGX,1
68688,PKU,0
68689,PKU,120
68689,RGX,1
68689,RGA,1
68689,SMTG,1
68689,TMZ,1
68689,NDKR,1
68689,LSGS,1
68689,DSPN,1
68689,HEN,1
68689,NCN,1
68689,KATI,1
68689,STLB,1
68689,SJPA,1
68689,APRD,1
68689,BDPA,1
68689,RMRB,1
68689,TKRA,1
68689,DGHA,0
68690,DGHA,120
68690,TKRA,1
68690,RMRB,1
68690,BDPA,1
68690,APRD,1
68690,SJPA,1
68690,STLB,1
68690,KATI,1
68690,NCN,1
68690,HEN,1
68690,DSPN,1
68690,LSGS,1
68690,NDKR,1
68690,TMZ,1
68690,SMTG,1
68690,RGA,1
68690,RGX,1
68690,PKU,10
68690,NPMR,1
68690,BOP,1
68690,NDGJ,1
68690,MCA,0
68701,R,120
68701,SRWN,1
68701,SZB,1
68701,KMI,1
68701,CCAB,1
68701,GCAB,1
68701,BIA,1
68701,BPHB,1
68701,BQR,1
68701,DURG,1095
68702,DURG,120
68702,BQR,1
68702,BPHB,1
68702,BIA,1
68702,HCAB,1
68702,DCAB,1
68702,CABN,1
68702,KMI,1
68702,SZB,1
68702,SRWN,1
68702,R,0
68703,R,120
68703,SRWN,1
68703,SZB,1
68703,KMI,1
68703,CCAB,1
68703,GCAB,1
68703,BIA,1
68703,BPHB,1
68703,BQR,1
68703,DURG,0
68704,DURG,120
68704,BQR,1
68704,BPHB,1
68704,BIA,1
68704,HCAB,2
68704,DCAB,1
68704,CABN,1
68704,KMI,1
68704,SZB,1
68704,SRWN,1
68704,R,0
68705,R,120
68705,SRWN,1
68705,SZB,1
68705,KMI,1
68705,CCAB,1
68705,GCAB,1
68705,BIA,1
68705,BPHB,1
68705,BQR,1
68705,DURG,5
68705,RSM,1
68705,MUP,2
68705,PMS,1
68705,RJN,2
68705,BAKL,1
68705,MUA,2
68705,JTR,1
68705,DGG,800
68706,DGG,120
68706,JTR,1
68706,MUA,1
68706,BAKL,1
68706,RJN,2
68706,PMS,1
68706,MUP,1
68706,RSM,1
68706,DURG,75
68706,BQR,1
68706,BPHB,1
68706,BIA,1
68706,HCAB,3
68706,DCAB,1
68706,CABN,1
68706,KMI,1
68706,SZB,1
68706,SRWN,1
68706,R,5
68706,WRC,1
68706,URK,2
68706,MDH,1
68706,SLH,2
68706,BKTH,2
68706,TLD,2
68706,HN,2
68706,BYT,5
68706,NPI,2
68706,DGS,1
68706,BYL,1
68706,CHBT,1
68706,DPH,1
68706,BSP,0
68707,R,120
68707,SRWN,1
68707,SZB,1
68707,KMI,1
68707,CCAB,1
68707,GCAB,2
68707,BIA,1
68707,BPHB,2
68707,BQR,1
68707,DURG,0
68708,DURG,120
68708,BQR,1
68708,BPHB,2
68708,BIA,1
68708,HCAB,1
68708,DCAB,1
68708,CABN,1
68708,KMI,1
68708,SZB,1
68708,SRWN,1
68708,R,0
68709,R,120
68709,SRWN,1
68709,SZB,1
68709,KMI,1
68709,CCAB,1
68709,GCAB,2
68709,BIA,1
68709,BPHB,2
68709,BQR,1
68709,DURG,5
68709,RSM,1
68709,MUP,1
68709,PMS,1
68709,RJN,2
68709,BAKL,1
68709,MUA,1
68709,JTR,1
68709,DGG,0
68710,DGG,120
68710,JTR,1
68710,MUA,1
68710,BAKL,1
68710,RJN,2
68710,PMS,1
68710,MUP,1
68710,RSM,1
68710,DURG,5
68710,BQR,1
68710,BPHB,1
68710,BIA,1
68710,HCAB,1
68710,DCAB,1
68710,CABN,1
68710,KMI,1
68710,SZB,1
68710,SRWN,1
68710,R,965
68711,DGG,120
68711,PJB,1
68711,BTL,1
68711,DKS,1
68711,SKS,2
68711,DNL,1
68711,AGN,2
68711,GDM,1
68711,G,0
68712,G,120
68712,GDM,1
68712,AGN,2
68712,DNL,1
68712,SKS,2
68712,DKS,1
68712,BTL,1
68712,PJB,1
68712,DGG,0
68713,G,120
68713,GJ,1
68713,KWN,1
68713,TRO,2
68713,MNU,1
68713,TMR,2
68713,KOKA,1
68713,BRD,2
68713,KHAT,1
68713,RRL,1
68713,TAR,2
68713,CHCR,1
68713,SAL,1
68713,KNHN,2
68713,KP,2
68713,KAV,2
68713,ITR,0
68714,ITR,120
68714,KAV,2
68714,KP,2
68714,KNHN,2
68714,SAL,1
68714,CHCR,1
68714,TAR,2
68714,RRL,1
68714,KHAT,1
68714,BRD,2
68714,KOKA,1
68714,TMR,2
68714,MNU,1
68714,TRO,1
68714,KWN,2
68714,GJ,1
68714,G,0
68715,G,120
68715,GJ,1
68715,KWN,1
68715,TRO,2
68715,MNU,1
68715,TMR,2
68715,KOKA,1
68715,BRD,2
68715,KHAT,1
68715,RRL,1
68715,TAR,2
68715,CHCR,2
68715,SAL,1
68715,KNHN,2
68715,KP,2
68715,KAV,2
68715,ITR,0
68716,ITR,120
68716,KAV,2
68716,KP,2
68716,KNHN,2
68716,SAL,1
68716,CHCR,1
68716,TAR,2
68716,RRL,1
68716,KHAT,1
68716,BRD,2
68716,KOKA,1
68716,TMR,2
68716,MNU,1
68716,TRO,2
68716,KWN,1
68716,GJ,1
68716,G,0
68717,R,120
68717,SRWN,1
68717,SZB,1
68717,KMI,1
68717,CCAB,1
68717,GCAB,1
68717,BIA,1
68717,BPHB,1
68717,BQR,1
68717,DURG,0
68718,DURG,120
68718,BQR,1
68718,BPHB,1
68718,BIA,1
68718,HCAB,1
68718,KMI,1
68718,R,0
68719,BSP,120
68719,DPH,1
68719,CHBT,1
68719,BYL,1
68719,DGS,1
68719,NPI,1
68719,BYT,2
68719,HN,1
68719,TLD,1
68719,BKTH,1
68719,SLH,2
68719,MDH,1
68719,URK,1
68719,WRC,1
68719,R,0
68721,R,120
68721,SRWN,1
68721,SZB,1
68721,KMI,1
68721,CCAB,1
68721,GCAB,2
68721,BIA,1
68721,BPHB,2
68721,BQR,1
68721,DURG,5
68721,RSM,1
68721,MUP,1
68721,PMS,1
68721,RJN,2
68721,BAKL,1
68721,MUA,1
68721,JTR,1
68721,DGG,0
68723,DGG,120
68723,PJB,1
68723,BTL,1
68723,DKS,1
68723,SKS,2
68723,DNL,1
68723,AGN,2
68723,GDM,1
68723,G,0
68724,G,120
68724,GDM,1
68724,AGN,2
68724,DNL,1
68724,SKS,2
68724,DKS,1
68724,BTL,2
68724,PJB,2
68724,DGG,10
68724,JTR,1
68724,MUA,1
68724,BAKL,1
68724,RJN,2
68724,PMS,1
68724,MUP,1
68724,RSM,1
68724,DURG,5
68724,BQR,1
68724,BPHB,1
68724,BIA,1
68724,HCAB,1
68724,DCAB,1
68724,CABN,1
68724,KMI,1
68724,SZB,1
68724,SRWN,1
68724,R,0
68725,R,120
68725,SRWN,1
68725,SZB,1
68725,KMI,1
68725,CCAB,1
68725,GCAB,1
68725,BIA,1
68725,BPHB,2
68725,BQR,1
68725,DURG,0
68726,DURG,120
68726,BQR,1
68726,BPHB,1
68726,BIA,1
68726,HCAB,1
68726,DCAB,1
68726,KMI,1
68726,SZB,1
68726,SRWN,1
68726,R,0
68727,BSP,120
68727,DPH,1
68727,CHBT,1
68727,BYL,1
68727,DGS,1
68727,NPI,1
68727,BYT,2
68727,HN,1
68727,TLD,1
68727,BKTH,1
68727,SLH,1
68727,MDH,1
68727,URK,1
68727,WRC,1
68727,R,0
68728,R,120
68728,WRC,1
68728,URK,2
68728,MDH,1
68728,SLH,1
68728,BKTW,2
68728,TLD,1
68728,HN,1
68728,BYT,2
68728,NPI,1
68728,DGS,1
68728,BYL,1
68728,CHBT,1
68728,DPH,1
68728,BSP,0
68729,R,120
68729,SRWN,1
68729,SZB,1
68729,KMI,1
68729,CCAB,1
68729,GCAB,2
68729,BIA,1
68729,BPHB,1
68729,BQR,1
68729,DURG,5
68729,RSM,1
68729,MUP,1
68729,PMS,1
68729,RJN,2
68729,BAKL,1
68729,MUA,1
68729,JTR,1
68729,DGG,0
68730,DGG,120
68730,JTR,1
68730,MUA,1
68730,BAKL,1
68730,RJN,2
68730,PMS,1
68730,MUP,1
68730,RSM,1
68730,DURG,5
68730,BQR,1
68730,BPHB,1
68730,BIA,1
68730,HCAB,1
68730,DCAB,1
68730,CABN,1
68730,KMI,1
68730,SZB,1
68730,SRWN,1
68730,R,1050
68731,GAD,120
68731,KRBA,4
68731,URGA,1
68731,SRBA,1
68731,MWRN,1
68731,KTHD,1
68731,BPRH,1
68731,CPH,2
68731,NIA,2
68731,KPNA,1
68731,AKT,2
68731,KTSH,1
68731,JRMG,1
68731,GTW,1
68731,BSP,0
68732,BSP,120
68732,GTW,1
68732,JRMG,1
68732,KTSH,1
68732,AKT,2
68732,KPNA,1
68732,NIA,2
68732,CPH,2
68732,BPRH,1
68732,KTHD,1
68732,MWRN,1
68732,SRBA,2
68732,URGA,1
68732,KRBA,5
68732,GAD,0
68733,GAD,120
68733,KRBA,5
68733,URGA,1
68733,SRBA,1
68733,MWRN,1
68733,KTHD,1
68733,BPRH,1
68733,CPH,2
68733,NIA,2
68733,KPNA,1
68733,AKT,2
68733,KTSH,1
68733,JRMG,2
68733,GTW,1
68733,BSP,0
68734,BSP,120
68734,GTW,1
68734,JRMG,1
68734,KTSH,1
68734,AKT,2
68734,KPNA,1
68734,NIA,2
68734,CPH,2
68734,BPRH,1
68734,KTHD,1
68734,MWRN,1
68734,SRBA,1
68734,URGA,1
68734,KRBA,5
68734,GAD,0
68735,RIG,120
68735,KDTR,1
68735,BEF,1
68735,ROB,1
68735,KHS,2
68735,JDI,1
68735,SKT,2
68735,JDDA,1
68735,BUA,2
68735,SGRD,1
68735,CPH,2
68735,NIA,2
68735,KPNA,2
68735,AKT,1
68735,KTSH,1
68735,JRMG,2
68735,GTW,2
68735,BSP,0
68736,BSP,120
68736,GTW,1
68736,JRMG,1
68736,KTSH,1
68736,AKT,2
68736,KPNA,1
68736,NIA,2
68736,CPH,2
68736,SGRD,1
68736,BUA,2
68736,SKT,2
68736,JDI,1
68736,KHS,2
68736,ROB,1
68736,BEF,1
68736,KDTR,2
68736,RIG,0
68737,RIG,120
68737,KDTR,1
68737,BEF,1
68737,ROB,1
68737,KHS,2
68737,JDI,1
68737,SKT,2
68737,JDDA,1
68737,BUA,2
68737,SGRD,1
68737,CPH,2
68737,NIA,2
68737,KPNA,1
68737,AKT,2
68737,KTSH,1
68737,JRMG,2
68737,GTW,2
68737,BSP,0
68738,BSP,120
68738,GTW,1
68738,JRMG,1
68738,AKT,2
68738,NIA,2
68738,CPH,2
68738,BUA,1
68738,JDDA,1
68738,SKT,1
68738,JDI,2
68738,KHS,2
68738,ROB,2
68738,BEF,2
68738,KDTR,2
68738,RIG,0
68739,PND,120
68739,SBRA,1
68739,KOI,2
68739,BHTK,1
68739,KGS,1
68739,TGQ,1
68739,BIG,2
68739,SLKR,1
68739,KGB,2
68739,KLTR,1
68739,GTK,1
68739,USL,2
68739,BSP,605
68740,BSP,120
68740,USL,2
68740,GTK,1
68740,KLTR,1
68740,KGB,2
68740,SLKR,1
68740,BIG,2
68740,TGQ,1
68740,KGS,1
68740,BHTK,1
68740,KOI,1
68740,SBRA,1
68740,PND,0
68741,DURG,120
68741,RSM,1
68741,MUP,2
68741,PMS,1
68741,RJN,2
68741,BAKL,1
68741,MUA,2
68741,JTR,1
68741,DGG,10
68741,PJB,1
68741,BTL,1
68741,DKS,1
68741,SKS,2
68741,DNL,1
68741,AGN,2
68741,GDM,1
68741,G,0
68742,G,120
68742,GDM,2
68742,AGN,2
68742,DNL,1
68742,SKS,2
68742,DKS,2
68742,BTL,2
68742,PJB,2
68742,DGG,10
68742,JTR,2
68742,MUA,2
68742,BAKL,1
68742,RJN,2
68742,PMS,1
68742,MUP,2
68742,RSM,1
68742,DURG,0
68743,G,120
68743,GJ,1
68743,KWN,1
68743,TRO,2
68743,MNU,1
68743,TMR,2
68743,KOKA,1
68743,BRD,2
68743,KHAT,1
68743,RRL,1
68743,TAR,2
68743,CHCR,1
68743,SAL,1
68743,KNHN,2
68743,KP,2
68743,KAV,2
68743,ITR,0
68744,ITR,120
68744,KAV,2
68744,KP,2
68744,KNHN,2
68744,SAL,1
68744,CHCR,1
68744,TAR,2
68744,RRL,1
68744,KHAT,1
68744,BRD,2
68744,KOKA,1
68744,TMR,2
68744,MNU,1
68744,TRO,2
68744,KWN,1
68744,GJ,1
68744,G,0
68745,GAD,120
68745,KRBA,5
68745,URGA,1
68745,SRBA,1
68745,MWRN,1
68745,KTHD,1
68745,BPRH,1
68745,CPH,2
68745,NIA,2
68745,KPNA,1
68745,AKT,2
68745,KTSH,1
68745,JRMG,1
68745,GTW,2
68745,BSP,10
68745,DPH,1
68745,CHBT,1
68745,BYL,1
68745,DGS,1
68745,NPI,1
68745,BYT,2
68745,HN,1
68745,TLD,2
68745,BKTW,1
68745,SLH,1
68745,MDH,1
68745,URK,2
68745,WRC,1
68745,R,0
68746,R,120
68746,WRC,1
68746,URK,2
68746,MDH,1
68746,SLH,1
68746,BKTW,2
68746,TLD,2
68746,HN,2
68746,BYT,5
68746,NPI,2
68746,DGS,1
68746,BYL,1
68746,CHBT,1
68746,DPH,1
68746,BSP,10
68746,GTW,1
68746,JRMG,2
68746,AKT,2
68746,KPNA,1
68746,NIA,2
68746,CPH,2
68746,BPRH,1
68746,KTHD,1
68746,MWRN,1
68746,SRBA,1
68746,URGA,2
68746,KRBA,5
68746,GAD,0
68747,BSP,120
68747,USL,2
68747,GTK,1
68747,KLTR,1
68747,KGB,2
68747,SLKR,1
68747,BIG,2
68747,TGQ,1
68747,KGS,1
68747,BHTK,1
68747,KOI,1
68747,SBRA,1
68747,PND,2
68747,HRB,1
68747,VKR,1
68747,NIQ,1
68747,JTI,1
68747,CLF,1
68747,APR,10
68747,AAL,2
68747,BUH,2
68747,CHDX,1
68747,SNGP,1
68747,SDL,5
68747,BDWA,1
68747,GGT,2
68747,MDXR,1
68747,BRS,1
68747,NRZB,2
68747,KKI,1
68747,UMR,3
68747,LOA,1
68747,CHD,1
68747,VYK,1
68747,RPD,1
68747,JLW,1
68747,KTE,0
68748,KTE,120
68748,JLW,2
68748,RPD,1
68748,VYK,1
68748,CHD,2
68748,LOA,1
68748,UMR,3
68748,KKI,1
68748,NRZB,1
68748,BRS,1
68748,MDXR,1
68748,GGT,1
68748,BDWA,1
68748,SDL,5
68748,SNGP,1
68748,CHDX,1
68748,BUH,2
68748,AAL,2
68748,APR,10
68748,CLF,2
68748,JTI,1
68748,NIQ,1
68748,VKR,1
68748,HRB,1
68748,PND,2
68748,SBRA,1
68748,KOI,1
68748,BHTK,1
68748,KGS,1
68748,TGQ,1
68748,BIG,1
68748,SLKR,1
68748,KGB,1
68748,KLTR,1
68748,GTK,1
68748,USL,1
68748,BSP,0
68749,SDL,120
68749,SNGP,2
68749,CHDX,2
68749,BUH,2
68749,AAL,2
68749,APR,5
68749,MZH,2
68749,DRSN,2
68749,HRV,2
68749,KTMA,2
68749,BATL,2
68749,BJRI,10
68749,BRND,2
68749,UKR,2
68749,NPRD,2
68749,DTL,2
68749,NGE,2
68749,BRH,2
68749,KTO,2
68749,SPDR,2
68749,SJQ,2
68749,KJZ,2
68749,BSPR,2
68749,KLPG,2
68749,ABKP,0
68750,ABKP,120
68750,KLPG,2
68750,BSPR,2
68750,KJZ,2
68750,SJQ,2
68750,SPDR,2
68750,KTO,2
68750,BRH,2
68750,NGE,2
