,Train No,Station Code,SEQ
1245,5522,SBDP,10
1246,5522,MGR,11
1247,5522,JMP,12
1248,5613,JLWC,1
1249,5613,JLF,2
1250,5613,RMA,3
1251,5613,MKX,4
1252,5613,KIW,5
1253,5613,DARA,6
1254,5613,RDT,7
1255,5613,ALNI,8
1256,5613,DDV,9
1257,5613,DKNT,10
1258,5613,KOTA,11
1259,5614,KOTA,1
1260,5614,DKNT,2
1261,5614,ALNI,3
1262,5614,RDT,4
1263,5614,DARA,5
1264,5614,MKX,6
1265,5614,RMA,7
1266,5614,JLF,8
1267,5614,JLWC,9
1268,5619,NLP,1
1269,5619,LBI,2
1270,5619,SWJ,3
1271,5619,BGND,4
1272,5619,SUZ,5
1273,5619,GOM,6
1274,5619,BDLN,7
1275,5619,JFD,8
1276,5619,DMC,9
1277,5619,MYO,10
1278,5619,SRPN,11
1279,5619,SBGN,12
1280,5619,SPTR,13
1281,5619,ACPR,14
1282,5619,DIPA,15
1283,5619,SMCP,16
1284,5619,TQM,17
1285,5619,LMY,18
1286,5619,JYK,19
1287,5619,MZS,20
1288,5620,MZS,1
1289,5620,JYK,2
1290,5620,LMY,3
1291,5620,TQM,4
1292,5620,SMCP,5
1293,5620,DIPA,6
1294,5620,ACPR,7
1295,5620,SPTR,8
1296,5620,SBGN,9
1297,5620,SRPN,10
1298,5620,MYO,11
1299,5620,DMC,12
1300,5620,JFD,13
1301,5620,BDLN,14
1302,5620,GOM,15
1303,5620,SUZ,16
1304,5620,BGND,17
1305,5620,SWJ,18
1306,5620,LBI,19
1307,5620,NLP,20
1308,5631,GHY,1
1309,5631,CPK,2
1310,5631,HJI,3
1311,5631,LMG,4
1312,5631,MBG,5
1313,5631,MXR,6
1314,5631,NHLG,7
1315,5631,BPB,8
1316,5631,KTX,9
1317,5631,SCL,10
1318,5632,SCL,1
1319,5632,KTX,2
1320,5632,BPB,3
1321,5632,NHLG,4
1322,5632,MXR,5
1323,5632,MBG,6
1324,5632,LMG,7
1325,5632,HJI,8
1326,5632,CPK,9
1327,5632,GHY,10
1328,5715,NJP,1
1329,5715,KNE,2
1330,5716,KNE,1
1331,5716,NJP,2
1332,5719,KIR,1
1333,5719,SI,2
1334,5719,SRI,3
1335,5719,BOE,4
1336,5719,DLK,5
1337,5719,KNE,6
1338,5719,AUB,7
1339,5719,TKG,8
1340,5719,NAK,9
1341,5719,BORA,10
1342,5719,SGUJ,11
1343,5720,SGUJ,1
1344,5720,BORA,2
1345,5720,NAK,3
1346,5720,TKG,4
1347,5720,AUB,5
1348,5720,KNE,6
1349,5720,DLK,7
1350,5720,BOE,8
1351,5720,SRI,9
1352,5720,SI,10
1353,5720,KIR,11
1354,5863,RNY,1
1355,5863,KYO,2
1356,5863,GVR,3
1357,5863,KBY,4
1358,5863,TNL,5
1359,5863,HRSN,6
1360,5863,ULG,7
1361,5863,RWTB,8
1362,5863,MJBT,9
1363,5863,HJLI,10
1364,5863,DKJR,11
1365,5863,BLRE,12
1366,5863,NMM,13
1367,5863,MSMI,14
1368,5863,RPAN,15
1369,5864,RPAN,1
1370,5864,MSMI,2
1371,5864,NMM,3
1372,5864,BLRE,4
1373,5864,DKJR,5
1374,5864,HJLI,6
1375,5864,MJBT,7
1376,5864,RWTB,8
1377,5864,ULG,9
1378,5864,HRSN,10
1379,5864,TNL,11
1380,5864,KBY,12
1381,5864,GVR,13
1382,5864,KYO,14
1383,5864,RNY,15
1384,5865,RNY,1
1385,5865,KYO,2
1386,5865,GVR,3
1387,5865,KBY,4
1388,5865,TNL,5
1389,5865,HRSN,6
1390,5865,ULG,7
1391,5865,RWTB,8
1392,5865,MJBT,9
1393,5865,HJLI,10
1394,5865,DKJR,11
1395,5865,BLRE,12
1396,5865,NMM,13
1397,5865,MSMI,14
1398,5865,RPAN,15
1399,5865,BVU,16
1400,5865,DQL,17
1401,5865,NCA,18
1402,5865,VNE,19
1403,5865,MFC,20
1404,5865,NBX,21
1405,5865,BVV,22
1406,5865,HML,23
1407,5865,BJL,24
1408,5865,GPZ,25
1409,5865,DBW,26
1410,5865,UKE,27
1411,5865,TBH,28
1412,5865,TPG,29
1413,5865,HMY,30
1414,5865,TUJ,31
1415,5865,KTPR,32
1416,5865,SOB,33
1417,5865,NLP,34
1418,5865,LBI,35
1419,5865,SWJ,36
1420,5865,BGND,37
1421,5865,SUZ,38
1422,5865,GOM,39
1423,5865,BDLN,40
1424,5865,JFD,41
1425,5865,DMC,42
1426,5865,MYO,43
1427,5865,SRPN,44
1428,5865,SBGN,45
1429,5865,SPTR,46
1430,5865,ACPR,47
1431,5865,DIPA,48
1432,5865,SMCP,49
1433,5865,TQM,50
1434,5865,LMY,51
1435,5865,JYK,52
1436,5865,MZS,53
1437,5866,MZS,1
1438,5866,JYK,2
1439,5866,LMY,3
1440,5866,TQM,4
1441,5866,SMCP,5
1442,5866,DIPA,6
1443,5866,ACPR,7
1444,5866,SPTR,8
1445,5866,SBGN,9
1446,5866,SRPN,10
1447,5866,MYO,11
1448,5866,DMC,12
1449,5866,JFD,13
1450,5866,BDLN,14
1451,5866,GOM,15
1452,5866,SUZ,16
1453,5866,BGND,17
1454,5866,SWJ,18
1455,5866,LBI,19
1456,5866,NLP,20
1457,5866,SOB,21
1458,5866,KTPR,22
1459,5866,TUJ,23
1460,5866,HMY,24
1461,5866,TPG,25
1462,5866,TBH,26
1463,5866,UKE,27
1464,5866,DBW,28
1465,5866,GPZ,29
1466,5866,BJL,30
1467,5866,HML,31
1468,5866,BVV,32
1469,5866,NBX,33
1470,5866,MFC,34
1471,5866,VNE,35
1472,5866,NCA,36
1473,5866,DQL,37
1474,5866,BVU,38
1475,5866,RPAN,39
1476,5866,MSMI,40
1477,5866,NMM,41
1478,5866,BLRE,42
1479,5866,DKJR,43
1480,5866,HJLI,44
1481,5866,MJBT,45
1482,5866,RWTB,46
1483,5866,ULG,47
1484,5866,HRSN,48
1485,5866,TNL,49
1486,5866,KBY,50
1487,5866,GVR,51
1488,5866,KYO,52
1489,5866,RNY,53
1490,6001,MS,1
1491,6001,TBM,2
1492,6001,CGL,3
1493,6001,VM,4
1494,6001,VRI,5
1495,6001,TPJ,6
1496,6001,DG,7
1497,6001,KQN,8
1498,6001,MDU,9
1499,6001,VPT,10
1500,6001,SRT,11
1501,6001,CVP,12
1502,6001,MEJ,13
1503,6001,TEN,14
1504,6002,TEN,1
1505,6002,MEJ,2
1506,6002,CVP,3
1507,6002,SRT,4
1508,6002,VPT,5
1509,6002,MDU,6
1510,6002,KQN,7
1511,6002,DG,8
1512,6002,TPJ,9
1513,6002,VRI,10
1514,6002,VM,11
1515,6002,CGL,12
1516,6002,TBM,13
1517,6002,MBM,14
1518,6002,MS,15
1519,6006,ERS,1
1520,6006,AWY,2
1521,6006,TCR,3
1522,6006,OTP,4
1523,6006,PGT,5
1524,6006,CBE,6
1525,6006,TUP,7
1526,6006,ED,8
1527,6006,SA,9
1528,6006,JTJ,10
1529,6006,KPD,11
1530,6006,AJJ,12
1531,6006,PER,13
1532,6006,MAS,14
1533,6009,SRC,1
1534,6009,KGP,2
1535,6009,BLS,3
1536,6009,BHC,4
1537,6009,CTC,5
1538,6009,BBS,6
1539,6009,KUR,7
1540,6009,BAM,8
1541,6009,PSA,9
1542,6009,CHE,10
1543,6009,VZM,11
1544,6009,DVD,12
1545,6009,SLO,13
1546,6009,RJY,14
1547,6009,TDD,15
1548,6009,EE,16
1549,6009,BZA,17
1550,6009,TEL,18
1551,6009,CLX,19
1552,6009,OGL,20
1553,6009,NLR,21
1554,6009,GDR,22
1555,6009,MS,23
1556,6009,TBM,24
1557,6009,CGL,25
1558,6009,VM,26
1559,6009,PDY,27
1560,6010,PDY,1
1561,6010,VM,2
1562,6010,CGL,3
1563,6010,TBM,4
1564,6010,MS,5
1565,6010,GDR,6
1566,6010,NLR,7
1567,6010,OGL,8
1568,6010,CLX,9
1569,6010,TEL,10
1570,6010,BZA,11
1571,6010,EE,12
1572,6010,TDD,13
1573,6010,RJY,14
1574,6010,SLO,15
1575,6010,DVD,16
1576,6010,VZM,17
1577,6010,CHE,18
1578,6010,PSA,19
1579,6010,BAM,20
1580,6010,KUR,21
1581,6010,BBS,22
1582,6010,CTC,23
1583,6010,BHC,24
1584,6010,BLS,25
1585,6010,KGP,26
1586,6010,SRC,27
1587,6041,MAS,1
1588,6041,AJJ,2
1589,6041,KPD,3
1590,6041,JTJ,4
1591,6041,SA,5
1592,6041,ED,6
1593,6041,TUP,7
1594,6041,CBE,8
1595,6041,PGT,9
1596,6041,TCR,10
1597,6041,AWY,11
1598,6041,ERN,12
1599,6041,KTYM,13
1600,6041,CGY,14
1601,6041,TRVL,15
1602,6041,CNGR,16
1603,6041,MVLK,17
1604,6041,KYJ,18
1605,6041,QLN,19
1606,6042,QLN,1
1607,6042,KYJ,2
1608,6042,MVLK,3
1609,6042,CNGR,4
1610,6042,TRVL,5
1611,6042,CGY,6
1612,6042,KTYM,7
1613,6042,ERN,8
1614,6042,AWY,9
1615,6042,TCR,10
1616,6042,PGT,11
1617,6042,CBE,12
1618,6042,TUP,13
1619,6042,ED,14
1620,6042,SA,15
1621,6042,JTJ,16
1622,6042,KPD,17
1623,6042,AJJ,18
1624,6042,PER,19
1625,6042,MAS,20
1626,6043,MAS,1
1627,6043,AJJ,2
1628,6043,KPD,3
1629,6043,JTJ,4
1630,6043,SA,5
1631,6043,ED,6
1632,6043,TUP,7
1633,6043,CBE,8
1634,6043,PGT,9
1635,6043,TCR,10
1636,6043,AWY,11
1637,6043,ERN,12
1638,6043,KTYM,13
1639,6043,CGY,14
1640,6043,TRVL,15
1641,6043,CNGR,16
1642,6043,KYJ,17
1643,6043,QLN,18
1644,6044,QLN,1
1645,6044,KYJ,2
1646,6044,CNGR,3
1647,6044,TRVL,4
1648,6044,CGY,5
1649,6044,KTYM,6
1650,6044,ERN,7
1651,6044,AWY,8
1652,6044,TCR,9
1653,6044,PGT,10
1654,6044,CBE,11
1655,6044,TUP,12
1656,6044,ED,13
1657,6044,SA,14
1658,6044,JTJ,15
1659,6044,KPD,16
1660,6044,AJJ,17
1661,6044,PER,18
1662,6044,MAS,19
1663,6046,QLN,1
1664,6046,KYJ,2
1665,6046,MVLK,3
1666,6046,CNGR,4
1667,6046,TRVL,5
1668,6046,KTYM,6
1669,6046,ERN,7
1670,6046,AWY,8
1671,6046,TCR,9
1672,6046,PGT,10
1673,6046,CBE,11
1674,6046,TUP,12
1675,6046,ED,13
1676,6046,SA,14
1677,6046,JTJ,15
1678,6046,KPD,16
1679,6046,AJJ,17
1680,6046,PER,18
1681,6046,MAS,19
1682,6047,MAS,1
1683,6047,AJJ,2
1684,6047,KPD,3
1685,6047,JTJ,4
1686,6047,SA,5
1687,6047,ED,6
1688,6047,TUP,7
1689,6047,CBE,8
1690,6047,PGT,9
1691,6047,TCR,10
1692,6047,AWY,11
1693,6047,ERN,12
1694,6047,KTYM,13
1695,6047,CGY,14
1696,6047,TRVL,15
1697,6047,CNGR,16
1698,6047,MVLK,17
1699,6047,KYJ,18
1700,6047,QLN,19
1701,6048,QLN,1
1702,6048,KYJ,2
1703,6048,MVLK,3
1704,6048,CNGR,4
1705,6048,TRVL,5
1706,6048,CGY,6
1707,6048,KTYM,7
1708,6048,ERN,8
1709,6048,AWY,9
1710,6048,TCR,10
1711,6048,PGT,11
1712,6048,CBE,12
1713,6048,TUP,13
1714,6048,ED,14
1715,6048,SA,15
1716,6048,JTJ,16
1717,6048,KPD,17
1718,6048,AJJ,18
1719,6048,PER,19
1720,6048,MAS,20
1721,6049,MS,1
1722,6049,AJJ,2
1723,6049,KPD,3
1724,6049,JTJ,4
1725,6049,SA,5
1726,6049,ED,6
1727,6049,TUP,7
1728,6049,CBE,8
1729,6049,PGT,9
1730,6049,TCR,10
1731,6049,AWY,11
1732,6049,ERN,12
1733,6049,KTYM,13
1734,6049,CGY,14
1735,6049,TRVL,15
1736,6049,CNGR,16
1737,6049,MVLK,17
1738,6049,KYJ,18
1739,6049,QLN,19
1740,6050,QLN,1
1741,6050,KYJ,2
1742,6050,MVLK,3
1743,6050,CNGR,4
1744,6050,TRVL,5
1745,6050,CGY,6
1746,6050,KTYM,7
1747,6050,ERN,8
1748,6050,AWY,9
1749,6050,TCR,10
1750,6050,PGT,11
1751,6050,CBE,12
1752,6050,TUP,13
1753,6050,ED,14
1754,6050,SA,15
1755,6050,JTJ,16
1756,6050,KPD,17
1757,6050,AJJ,18
1758,6050,PER,19
1759,6050,MS,20
1760,6053,KCVL,1
1761,6053,QLN,2
1762,6053,KYJ,3
1763,6053,CNGR,4
1764,6053,TRVL,5
1765,6053,KTYM,6
1766,6053,ERN,7
1767,6053,AWY,8
1768,6053,TCR,9
1769,6053,SRR,10
1770,6053,CLT,11
1771,6053,CAN,12
1772,6053,KGQ,13
1773,6053,MAJN,14
1774,6054,MAJN,1
1775,6054,KGQ,2
1776,6054,CAN,3
1777,6054,CLT,4
1778,6054,SRR,5
1779,6054,TCR,6
1780,6054,AWY,7
1781,6054,ERN,8
1782,6054,KTYM,9
1783,6054,TRVL,10
1784,6054,CNGR,11
1785,6054,KYJ,12
1786,6054,QLN,13
1787,6054,KCVL,14
1788,6057,SRC,1
1789,6057,KGP,2
1790,6057,BLS,3
1791,6057,BHC,4
1792,6057,CTC,5
1793,6057,BBS,6
1794,6057,KUR,7
1795,6057,BAM,8
1796,6057,VZM,9
1797,6057,VSKP,10
1798,6057,AKP,11
1799,6057,SLO,12
1800,6057,RJY,13
1801,6057,EE,14
1802,6057,BZA,15
1803,6057,OGL,16
1804,6057,NLR,17
1805,6057,GDR,18
1806,6057,MAS,19
1807,6058,MAS,1
1808,6058,GDR,2
1809,6058,NLR,3
1810,6058,OGL,4
1811,6058,BZA,5
1812,6058,EE,6
1813,6058,RJY,7
1814,6058,SLO,8
1815,6058,AKP,9
1816,6058,VSKP,10
1817,6058,VZM,11
1818,6058,BAM,12
1819,6058,KUR,13
1820,6058,BBS,14
1821,6058,CTC,15
1822,6058,BHC,16
1823,6058,BLS,17
1824,6058,KGP,18
1825,6058,SRC,19
1826,6065,CGL,1
1827,6065,MLMR,2
1828,6065,VM,3
1829,6065,TDPR,4
1830,6065,CUPJ,5
1831,6065,MV,6
1832,6065,KMU,7
1833,6065,TJ,8
1834,6065,TPJ,9
1835,6065,MPA,10
1836,6065,DG,11
1837,6065,KQN,12
1838,6065,MDU,13
1839,6066,MDU,1
1840,6066,KQN,2
1841,6066,DG,3
1842,6066,MPA,4
1843,6066,TPJ,5
1844,6066,TJ,6
1845,6066,KMU,7
1846,6066,MV,8
1847,6066,CUPJ,9
1848,6066,TDPR,10
1849,6066,VM,11
1850,6066,MLMR,12
1851,6066,CGL,13
1852,6067,CGL,1
1853,6067,MLMR,2
1854,6067,VM,3
1855,6067,VRI,4
1856,6067,TPJ,5
1857,6067,KRR,6
1858,6067,ED,7
1859,6067,TUP,8
1860,6067,CBE,9
1861,6068,CBE,1
1862,6068,TUP,2
1863,6068,ED,3
1864,6068,KRR,4
1865,6068,TPJ,5
1866,6068,VRI,6
1867,6068,VM,7
1868,6068,MLMR,8
1869,6068,CGL,9
1870,6081,CBE,1
1871,6081,PTJ,2
1872,6081,CNV,3
1873,6081,POY,4
1874,6082,POY,1
1875,6082,CNV,2
1876,6082,PTJ,3
1877,6082,CBE,4
1878,6412,DSJ,1
1879,6412,MTJ,2
1880,6412,AGC,3
1881,6412,GWL,4
1882,6412,JHS,5
1883,6412,BPL,6
1884,6412,ET,7
1885,6412,KNW,8
1886,6412,BSL,9
1887,6412,MMR,10
1888,6412,NK,11
1889,6412,IGP,12
1890,6412,PNVL,13
1891,6412,ROHA,14
1892,6412,CHI,15
1893,6412,RN,16
1894,6412,MAO,17
1895,6412,KAWR,18
1896,6412,UD,19
1897,6412,MAJN,20
1898,6412,PAY,21
1899,6512,MKM,1
1900,6512,CHU,2
1901,6512,OGM,3
1902,6512,COL,4
1903,6512,BEML,5
1904,6512,BWT,6
1905,6512,TCL,7
1906,6512,BFW,8
1907,6512,MLO,9
1908,6512,DKN,10
1909,6512,WFD,11
1910,6512,KJM,12
1911,6512,BYPL,13
1912,6512,BAND,14
1913,6513,BWT,1
1914,6513,BEML,2
1915,6513,COL,3
1916,6513,OGM,4
1917,6513,CHU,5
1918,6513,MKM,6
1919,6541,YPR,1
1920,6541,TK,2
1921,6541,ASK,3
1922,6541,DVG,4
1923,6541,UBL,5
1924,6541,DWR,6
1925,6541,BGM,7
1926,6541,GPB,8
1927,6541,KUD,9
1928,6541,MRJ,10
1929,6541,KVK,11
1930,6541,DLGN,12
1931,6541,SGLA,13
1932,6541,PVR,14
1933,6542,PVR,1
1934,6542,SGLA,2
1935,6542,DLGN,3
1936,6542,KVK,4
1937,6542,MRJ,5
1938,6542,KUD,6
1939,6542,GPB,7
1940,6542,BGM,8
1941,6542,DWR,9
1942,6542,UBL,10
1943,6542,DVG,11
1944,6542,ASK,12
1945,6542,TK,13
1946,6542,YPR,14
1947,6547,YPR,1
1948,6547,KJM,2
1949,6547,BWT,3
1950,6547,TPT,4
1951,6547,SA,5
1952,6547,ED,6
1953,6547,TUP,7
1954,6547,CBE,8
1955,6547,PGT,9
1956,6547,OTP,10
1957,6547,TCR,11
1958,6547,AWY,12
1959,6547,ERN,13
1960,6547,ERS,14
1961,6548,ERS,1
1962,6548,AWY,2
1963,6548,TCR,3
1964,6548,OTP,4
1965,6548,PGT,5
1966,6548,CBE,6
1967,6548,TUP,7
1968,6548,ED,8
1969,6548,SA,9
1970,6548,TPT,10
1971,6548,BWT,11
1972,6548,KJM,12
1973,6548,YPR,13
1974,6579,YPR,1
1975,6579,BAND,2
1976,6579,KJM,3
1977,6579,WFD,4
1978,6579,BWT,5
1979,6579,KPN,6
1980,6579,JTJ,7
1981,6579,KPD,8
1982,6579,RU,9
1983,6579,GDR,10
1984,6579,NLR,11
1985,6579,OGL,12
1986,6579,CLX,13
1987,6579,TEL,14
1988,6579,BZA,15
1989,6579,EE,16
1990,6579,RJY,17
1991,6579,SLO,18
1992,6579,AKP,19
1993,6579,DVD,20
1994,6579,VSKP,21
1995,6580,VSKP,1
1996,6580,DVD,2
1997,6580,AKP,3
1998,6580,SLO,4
1999,6580,RJY,5
2000,6580,EE,6
2001,6580,BZA,7
2002,6580,TEL,8
2003,6580,CLX,9
2004,6580,OGL,10
2005,6580,NLR,11
2006,6580,GDR,12
2007,6580,RU,13
2008,6580,KPD,14
2009,6580,JTJ,15
2010,6580,KPN,16
2011,6580,BWT,17
2012,6580,WFD,18
2013,6580,KJM,19
2014,6580,BAND,20
2015,6580,YPR,21
2016,6581,YPR,1
2017,6581,YPRA,2
2018,6581,BAW,3
2019,6581,GHL,4
2020,6581,BNKH,5
2021,6581,DBL,6
2022,6581,MDLL,7
2023,6581,NDV,8
2024,6581,DBS,9
2025,6581,HHL,10
2026,6581,KDAG,11
2027,6581,KIAT,12
2028,6581,TK,13
2029,6581,HEI,14
2030,6581,MLSA,15
2031,6581,GBB,16
2032,6581,NTR,17
2033,6581,SPGR,18
2034,6581,AMSA,19
2035,6581,BSN,20
2036,6581,ARGP,21
2037,6581,RDI,22
2038,6581,BNK,23
2039,6581,TTR,24
2040,6581,SSNH,25
2041,6581,HVL,26
2042,6581,ADHL,27
2043,6581,ASK,28
2044,6581,BVR,29
2045,6581,VNR,30
2046,6581,BLKR,31
2047,6581,DRU,32
2048,6581,RRB,33
2049,6581,NVF,34
2050,6581,AJP,35
2051,6581,SHV,36
2052,6581,HSD,37
2053,6581,ABGT,38
2054,6581,RGI,39
2055,6581,NLNR,40
2056,6581,HLK,41
2057,6581,JRU,42
2058,6581,SLU,43
2059,6581,MYK,44
2060,6581,KAG,45
2061,6581,HNH,46
2062,6581,THN,47
2063,6581,DVG,48
2064,6581,AVC,49
2065,6581,HRR,50
2066,6581,KMPS,51
2067,6581,CLI,52
2068,6581,RNR,53
2069,6581,DAD,54
2070,6581,BYD,55
2071,6581,HVR,56
2072,6581,KJG,57
2073,6581,KVS,58
2074,6581,SVNR,59
2075,6581,YLG,60
2076,6581,KALS,61
2077,6581,GDI,62
2078,6581,SNH,63
2079,6581,KNO,64
2080,6581,SUBL,65
2081,6581,UBL,66
2082,6581,UNK,67
2083,6581,AGL,68
2084,6581,NVU,69
2085,6581,DWR,70
2086,6581,KRKP,71
2087,6581,MGD,72
2088,6581,KBI,73
2089,6581,KHST,74
2090,6581,LWR,75
2091,6581,TVG,76
2092,6581,NAG,77
2093,6581,DEV,78
2094,6581,SVTN,79
2095,6581,LD,80
2096,6581,GNJ,81
2097,6581,KNP,82
2098,6581,IDJ,83
2099,6581,DUR,84
2100,6581,BGM,85
2101,6582,BGM,1
2102,6582,DUR,2
2103,6582,IDJ,3
2104,6582,KNP,4
2105,6582,GNJ,5
2106,6582,LD,6
2107,6582,SVTN,7
2108,6582,DEV,8
2109,6582,NAG,9
2110,6582,TVG,10
2111,6582,LWR,11
2112,6582,KHST,12
2113,6582,KBI,13
2114,6582,MGD,14
2115,6582,KRKP,15
2116,6582,DWR,16
2117,6582,NVU,17
2118,6582,AGL,18
2119,6582,UNK,19
2120,6582,UBL,20
2121,6582,SUBL,21
2122,6582,KNO,22
2123,6582,SNH,23
2124,6582,GDI,24
2125,6582,KALS,25
2126,6582,YLG,26
2127,6582,SVNR,27
2128,6582,KVS,28
2129,6582,KJG,29
2130,6582,HVR,30
2131,6582,BYD,31
2132,6582,DAD,32
2133,6582,RNR,33
2134,6582,CLI,34
2135,6582,KMPS,35
2136,6582,HRR,36
2137,6582,AVC,37
2138,6582,DVG,38
2139,6582,THN,39
2140,6582,HNH,40
2141,6582,KAG,41
2142,6582,MYK,42
2143,6582,SLU,43
2144,6582,JRU,44
2145,6582,HLK,45
2146,6582,NLNR,46
2147,6582,RGI,47
2148,6582,ABGT,48
2149,6582,HSD,49
2150,6582,SHV,50
2151,6582,AJP,51
2152,6582,NVF,52
2153,6582,RRB,53
2154,6582,DRU,54
2155,6582,BLKR,55
2156,6582,VNR,56
2157,6582,BVR,57
2158,6582,ASK,58
2159,6582,ADHL,59
2160,6582,HVL,60
2161,6582,SSNH,61
2162,6582,TTR,62
2163,6582,BNK,63
2164,6582,RDI,64
2165,6582,ARGP,65
2166,6582,BSN,66
2167,6582,AMSA,67
2168,6582,SPGR,68
2169,6582,NTR,69
2170,6582,GBB,70
2171,6582,MLSA,71
2172,6582,HEI,72
2173,6582,TK,73
2174,6582,KIAT,74
2175,6582,KDAG,75
2176,6582,HHL,76
2177,6582,DBS,77
2178,6582,NDV,78
2179,6582,MDLL,79
2180,6582,DBL,80
2181,6582,BNKH,81
2182,6582,GHL,82
2183,6582,BAW,83
2184,6582,YPRA,84
2185,6582,YPR,85
2186,6591,YPR,1
2187,6591,LOGH,2
2188,6591,HEB,3
2189,6591,BAND,4
2190,6591,BLRR,5
2191,6591,CRLM,6
2192,6591,HLE,7
2193,6591,AEK,8
2194,6591,HSRA,9
2195,6592,HSRA,1
2196,6592,AEK,2
2197,6592,HLE,3
2198,6592,CRLM,4
2199,6592,BLRR,5
2200,6592,BAND,6
2201,6592,HEB,7
2202,6592,LOGH,8
2203,6592,YPR,9
2204,6593,WFD,1
2205,6593,HDIH,2
2206,6593,KJM,3
2207,6593,BYPL,4
2208,6594,BYPL,1
2209,6594,KJM,2
2210,6594,HDIH,3
2211,6594,WFD,4
2212,6595,YPR,1
2213,6595,LOGH,2
2214,6595,KDGH,3
2215,6595,YNK,4
2216,6595,TLS,5
2217,6595,DJL,6
2218,6595,DHL,7
2219,6596,DHL,1
2220,6596,DJL,2
2221,6596,TLS,3
2222,6596,YNK,4
2223,6596,KDGH,5
2224,6596,LOGH,6
2225,6596,YPR,7
2226,6647,KRBA,1
2227,6647,SRBA,2
2228,6647,KTHD,3
2229,6647,CPH,4
2230,6647,NIA,5
2231,6647,AKT,6
2232,6647,JRMG,7
2233,6647,BSP,8
2234,6648,BSP,1
2235,6648,JRMG,2
2236,6648,AKT,3
2237,6648,NIA,4
2238,6648,CPH,5
2239,6648,KTHD,6
2240,6648,SRBA,7
2241,6648,KRBA,8
2242,6769,PGTN,1
2243,6769,PDGM,2
2244,6769,KLGD,3
2245,6769,MMDA,4
2246,6769,MXM,5
2247,6769,POY,6
2248,6769,GMGM,7
2249,6769,UDT,8
2250,6769,MVRD,9
2251,6769,PPTR,10
2252,6769,PLNI,11
2253,6770,PLNI,1
2254,6770,PPTR,2
2255,6770,MVRD,3
2256,6770,UDT,4
2257,6770,GMGM,5
2258,6770,POY,6
2259,6770,MXM,7
2260,6770,MMDA,8
2261,6770,KLGD,9
2262,6770,PDGM,10
2263,6770,PGTN,11
2264,6851,KIK,1
2265,6851,TMPT,2
2266,6851,NCR,3
2267,6852,NCR,1
2268,6852,TMPT,2
2269,6852,KIK,3
2270,6853,KIK,1
2271,6853,TMPT,2
2272,6853,NCR,3
2273,6854,NCR,1
2274,6854,TMPT,2
2275,6854,KIK,3
2276,6919,UBL,1
2277,6919,HBQ,2
2278,6919,KUG,3
2279,6919,HBS,4
2280,6919,SVHE,5
2281,6919,NVD,6
2282,6919,NGR,7
2283,6919,LKT,8
2284,6919,BKIT,9
2285,6919,GDG,10
2286,6919,HBL,11
2287,6919,BLR,12
2288,6919,MLP,13
2289,6919,SMKT,14
2290,6919,HLAR,15
2291,6919,JAK,16
2292,6919,LKY,17
2293,6919,YGA,18
2294,6919,BDM,19
2295,6919,GED,20
2296,6919,BGK,21
2297,6919,MGL,22
2298,6919,KLM,23
2299,6919,JRKT,24
2300,6919,SII,25
2301,6919,KSAR,26
2302,6919,LMT,27
2303,6919,BENL,28
2304,6919,WDL,29
2305,6919,ANGR,30
2306,6919,BSRX,31
2307,6919,KDGI,32
2308,6919,KGIH,33
2309,6919,MVD,34
2310,6919,HOH,35
2311,6919,JML,36
2312,6919,IMR,37
2313,6919,BJP,38
2314,6920,BJP,1
2315,6920,IMR,2
2316,6920,JML,3
2317,6920,HOH,4
2318,6920,MVD,5
2319,6920,KGIH,6
2320,6920,KDGI,7
2321,6920,BSRX,8
2322,6920,ANGR,9
2323,6920,WDL,10
2324,6920,BENL,11
2325,6920,LMT,12
2326,6920,KSAR,13
2327,6920,SII,14
2328,6920,JRKT,15
2329,6920,KLM,16
2330,6920,MGL,17
2331,6920,BGK,18
2332,6920,GED,19
2333,6920,BDM,20
2334,6920,YGA,21
2335,6920,LKY,22
2336,6920,JAK,23
2337,6920,HLAR,24
2338,6920,SMKT,25
2339,6920,MLP,26
2340,6920,BLR,27
2341,6920,HBL,28
2342,6920,GDG,29
2343,6920,BKIT,30
2344,6920,LKT,31
2345,6920,NGR,32
2346,6920,NVD,33
2347,6920,SVHE,34
2348,6920,HBS,35
2349,6920,KUG,36
2350,6920,HBQ,37
2351,6920,UBL,38
2352,7005,HYB,1
2353,7005,SC,2
2354,7005,KZJ,3
2355,7005,MCI,4
2356,7005,SKZR,5
2357,7005,BPQ,6
2358,7005,CD,7
2359,7005,NGP,8
2360,7005,G,9
2361,7005,DURG,10
2362,7005,R,11
2363,7005,BSP,12
2364,7005,JSG,13
2365,7005,ROU,14
2366,7005,RNC,15
2367,7005,MURI,16
2368,7005,BKSC,17
2369,7005,GMO,18
2370,7005,PNME,19
2371,7005,KQR,20
2372,7005,GAYA,21
2373,7005,NWD,22
2374,7005,KIUL,23
2375,7005,JMP,24
2376,7005,SKJ,25
2377,7005,BGS,26
2378,7005,BJU,27
2379,7005,SPJ,28
2380,7005,DBG,29
2381,7005,KML,30
2382,7005,JNR,31
2383,7005,SMI,32
2384,7005,BGU,33
2385,7005,RXL,34
2386,7006,RXL,1
2387,7006,BGU,2
2388,7006,SMI,3
2389,7006,JNR,4
2390,7006,KML,5
