,Train No,Station Code,SEQ
98216,42657,GPD,15
98217,42701,MSB,1
98218,42701,RPM,2
98219,42701,WST,3
98220,42701,KOK,4
98221,42701,TNP,5
98222,42701,TVT,6
98223,42701,ENR,7
98224,42701,AIPP,8
98225,42701,AIP,9
98226,42701,MJR,10
98227,42701,PON,11
98228,42702,PON,1
98229,42702,APB,2
98230,42702,MJR,3
98231,42702,NPKM,4
98232,42702,AIP,5
98233,42702,AIPP,6
98234,42702,ENR,7
98235,42702,KAVM,8
98236,42702,WCN,9
98237,42702,TVT,10
98238,42702,TNP,11
98239,42702,KOK,12
98240,42702,WST,13
98241,42702,RPM,14
98242,42702,MSB,15
98243,42751,VLCY,1
98244,42751,MTMY,2
98245,42751,MSB,3
98246,42751,RPM,4
98247,42751,WST,5
98248,42751,KOK,6
98249,42751,TNP,7
98250,42751,TVT,8
98251,42751,ENR,9
98252,42751,AIPP,10
98253,42751,AIP,11
98254,42751,MJR,12
98255,42751,PON,13
98256,42752,PON,1
98257,42752,MJR,2
98258,42752,AIP,3
98259,42752,AIPP,4
98260,42752,ENR,5
98261,42752,TVT,6
98262,42752,TNP,7
98263,42752,KOK,8
98264,42752,WST,9
98265,42752,RPM,10
98266,42752,MSB,11
98267,42752,MTMY,12
98268,42752,VLCY,13
98269,42801,MSB,1
98270,42801,RPM,2
98271,42801,WST,3
98272,42801,KOK,4
98273,42801,TNP,5
98274,42801,TVT,6
98275,42801,WCN,7
98276,42801,KAVM,8
98277,42801,ENR,9
98278,42801,AIPP,10
98279,42801,AIP,11
98280,42801,NPKM,12
98281,42801,MJR,13
98282,42801,APB,14
98283,42801,PON,15
98284,42801,KVP,16
98285,42801,GPD,17
98286,42801,ELR,18
98287,42801,AKM,19
98288,42801,TADA,20
98289,42801,AKAT,21
98290,42801,SPE,22
98291,42802,SPE,1
98292,42802,AKAT,2
98293,42802,TADA,3
98294,42802,AKM,4
98295,42802,ELR,5
98296,42802,GPD,6
98297,42802,KVP,7
98298,42802,PON,8
98299,42802,APB,9
98300,42802,MJR,10
98301,42802,NPKM,11
98302,42802,AIP,12
98303,42802,AIPP,13
98304,42802,ENR,14
98305,42802,KAVM,15
98306,42802,WCN,16
98307,42802,TVT,17
98308,42802,TNP,18
98309,42802,KOK,19
98310,42802,WST,20
98311,42802,RPM,21
98312,42802,MSB,22
98313,42804,SPE,1
98314,42804,AKAT,2
98315,42804,TADA,3
98316,42804,AKM,4
98317,42804,ELR,5
98318,42804,GPD,6
98319,42804,KVP,7
98320,42804,PON,8
98321,42804,APB,9
98322,42804,MJR,10
98323,42804,NPKM,11
98324,42804,AIP,12
98325,42804,AIPP,13
98326,42804,ENR,14
98327,42804,KAVM,15
98328,42804,WCN,16
98329,42804,TVT,17
98330,42804,TNP,18
98331,42804,KOK,19
98332,42804,WST,20
98333,42804,RPM,21
98334,42804,MSB,22
98335,42851,VLCY,1
98336,42851,MTMY,2
98337,42851,MSB,3
98338,42851,RPM,4
98339,42851,WST,5
98340,42851,KOK,6
98341,42851,TNP,7
98342,42851,TVT,8
98343,42851,ENR,9
98344,42851,AIPP,10
98345,42851,AIP,11
98346,42851,MJR,12
98347,42851,PON,13
98348,42851,KVP,14
98349,42851,GPD,15
98350,42851,ELR,16
98351,42851,AKM,17
98352,42851,TADA,18
98353,42851,SPE,19
98354,42852,SPE,1
98355,42852,TADA,2
98356,42852,AKM,3
98357,42852,ELR,4
98358,42852,GPD,5
98359,42852,KVP,6
98360,42852,PON,7
98361,42852,MJR,8
98362,42852,AIP,9
98363,42852,AIPP,10
98364,42852,ENR,11
98365,42852,TVT,12
98366,42852,TNP,13
98367,42852,KOK,14
98368,42852,WST,15
98369,42852,RPM,16
98370,42852,MSB,17
98371,42852,MTMY,18
98372,42852,VLCY,19
98373,42854,SPE,1
98374,42854,TADA,2
98375,42854,AKM,3
98376,42854,ELR,4
98377,42854,GPD,5
98378,42854,KVP,6
98379,42854,PON,7
98380,42854,MJR,8
98381,42854,AIP,9
98382,42854,AIPP,10
98383,42854,ENR,11
98384,42854,TVT,12
98385,42854,TNP,13
98386,42854,KOK,14
98387,42854,WST,15
98388,42854,RPM,16
98389,42854,MSB,17
98390,42854,MTMY,18
98391,42854,VLCY,19
98392,42901,MMCC,1
98393,42901,BBQ,2
98394,42901,KOK,3
98395,42901,TNP,4
98396,42901,TVT,5
98397,42901,WCN,6
98398,42901,KAVM,7
98399,42901,ENR,8
98400,43001,MMCC,1
98401,43001,BBQ,2
98402,43001,VPY,3
98403,43001,PER,4
98404,43001,VLK,5
98405,43001,KOTR,6
98406,43001,PVM,7
98407,43001,ABU,8
98408,43001,TMVL,9
98409,43001,ANNR,10
98410,43001,AVD,11
98411,43002,AVD,1
98412,43002,ANNR,2
98413,43002,TMVL,3
98414,43002,ABU,4
98415,43002,PVM,5
98416,43002,KOTR,6
98417,43002,VLK,7
98418,43002,PER,8
98419,43002,VPY,9
98420,43002,BBQ,10
98421,43002,MMCC,11
98422,43003,MMCC,1
98423,43003,BBQ,2
98424,43003,VPY,3
98425,43003,PER,4
98426,43003,VLK,5
98427,43003,KOTR,6
98428,43003,PVM,7
98429,43003,ABU,8
98430,43003,TMVL,9
98431,43003,ANNR,10
98432,43003,AVD,11
98433,43005,MMCC,1
98434,43005,BBQ,2
98435,43005,VPY,3
98436,43005,PER,4
98437,43005,VLK,5
98438,43005,KOTR,6
98439,43005,PVM,7
98440,43005,ABU,8
98441,43005,TMVL,9
98442,43005,ANNR,10
98443,43005,AVD,11
98444,43006,AVD,1
98445,43006,ANNR,2
98446,43006,TMVL,3
98447,43006,ABU,4
98448,43006,PVM,5
98449,43006,KOTR,6
98450,43006,VLK,7
98451,43006,PER,8
98452,43006,VPY,9
98453,43006,BBQ,10
98454,43006,MMCC,11
98455,43007,MMCC,1
98456,43007,BBQ,2
98457,43007,VPY,3
98458,43007,PER,4
98459,43007,VLK,5
98460,43007,KOTR,6
98461,43007,PVM,7
98462,43007,ABU,8
98463,43007,TMVL,9
98464,43007,ANNR,10
98465,43007,AVD,11
98466,43008,AVD,1
98467,43008,ANNR,2
98468,43008,TMVL,3
98469,43008,ABU,4
98470,43008,PVM,5
98471,43008,KOTR,6
98472,43008,VLK,7
98473,43008,PER,8
98474,43008,VPY,9
98475,43008,BBQ,10
98476,43008,MMCC,11
98477,43009,MMCC,1
98478,43009,BBQ,2
98479,43009,VPY,3
98480,43009,PER,4
98481,43009,VLK,5
98482,43009,KOTR,6
98483,43009,PVM,7
98484,43009,ABU,8
98485,43009,TMVL,9
98486,43009,ANNR,10
98487,43009,AVD,11
98488,43011,MMCC,1
98489,43011,BBQ,2
98490,43011,VPY,3
98491,43011,PER,4
98492,43011,VLK,5
98493,43011,KOTR,6
98494,43011,PVM,7
98495,43011,ABU,8
98496,43011,TMVL,9
98497,43011,ANNR,10
98498,43011,AVD,11
98499,43013,MMCC,1
98500,43013,BBQ,2
98501,43013,VPY,3
98502,43013,PER,4
98503,43013,VLK,5
98504,43013,KOTR,6
98505,43013,PVM,7
98506,43013,ABU,8
98507,43013,TMVL,9
98508,43013,ANNR,10
98509,43013,AVD,11
98510,43014,AVD,1
98511,43014,ANNR,2
98512,43014,TMVL,3
98513,43014,ABU,4
98514,43014,PVM,5
98515,43014,KOTR,6
98516,43014,VLK,7
98517,43014,PER,8
98518,43014,VPY,9
98519,43014,BBQ,10
98520,43014,MMCC,11
98521,43015,MMCC,1
98522,43015,BBQ,2
98523,43015,VPY,3
98524,43015,PER,4
98525,43015,VLK,5
98526,43015,KOTR,6
98527,43015,PVM,7
98528,43015,ABU,8
98529,43015,TMVL,9
98530,43015,ANNR,10
98531,43015,AVD,11
98532,43016,AVD,1
98533,43016,ANNR,2
98534,43016,TMVL,3
98535,43016,ABU,4
98536,43016,PVM,5
98537,43016,KOTR,6
98538,43016,VLK,7
98539,43016,PER,8
98540,43016,VPY,9
98541,43016,BBQ,10
98542,43016,MMCC,11
98543,43017,MMCC,1
98544,43017,BBQ,2
98545,43017,VPY,3
98546,43017,PER,4
98547,43017,VLK,5
98548,43017,KOTR,6
98549,43017,PVM,7
98550,43017,ABU,8
98551,43017,TMVL,9
98552,43017,ANNR,10
98553,43017,AVD,11
98554,43018,AVD,1
98555,43018,ANNR,2
98556,43018,TMVL,3
98557,43018,ABU,4
98558,43018,PVM,5
98559,43018,KOTR,6
98560,43018,VLK,7
98561,43018,PER,8
98562,43018,VPY,9
98563,43018,BBQ,10
98564,43018,MMCC,11
98565,43019,MMCC,1
98566,43019,BBQ,2
98567,43019,VPY,3
98568,43019,PER,4
98569,43019,VLK,5
98570,43019,KOTR,6
98571,43019,PVM,7
98572,43019,ABU,8
98573,43019,TMVL,9
98574,43019,ANNR,10
98575,43019,AVD,11
98576,43020,AVD,1
98577,43020,ANNR,2
98578,43020,TMVL,3
98579,43020,ABU,4
98580,43020,PVM,5
98581,43020,KOTR,6
98582,43020,VLK,7
98583,43020,PER,8
98584,43020,VPY,9
98585,43020,BBQ,10
98586,43020,MMCC,11
98587,43021,MMCC,1
98588,43021,BBQ,2
98589,43021,VPY,3
98590,43021,PER,4
98591,43021,VLK,5
98592,43021,ABU,6
98593,43021,AVD,7
98594,43022,AVD,1
98595,43022,ANNR,2
98596,43022,TMVL,3
98597,43022,ABU,4
98598,43022,PVM,5
98599,43022,KOTR,6
98600,43022,VLK,7
98601,43022,PER,8
98602,43022,VPY,9
98603,43022,BBQ,10
98604,43022,MMCC,11
98605,43023,MMCC,1
98606,43023,BBQ,2
98607,43023,VPY,3
98608,43023,PER,4
98609,43023,VLK,5
98610,43023,KOTR,6
98611,43023,PVM,7
98612,43023,ABU,8
98613,43023,TMVL,9
98614,43023,ANNR,10
98615,43023,AVD,11
98616,43025,MMCC,1
98617,43025,BBQ,2
98618,43025,VPY,3
98619,43025,PER,4
98620,43025,VLK,5
98621,43025,ABU,6
98622,43025,AVD,7
98623,43029,MMCC,1
98624,43029,BBQ,2
98625,43029,VPY,3
98626,43029,PER,4
98627,43029,VLK,5
98628,43029,ABU,6
98629,43029,AVD,7
98630,43101,MMCC,1
98631,43101,BBQ,2
98632,43101,VPY,3
98633,43101,PER,4
98634,43101,VLK,5
98635,43101,KOTR,6
98636,43101,PVM,7
98637,43101,ABU,8
98638,43101,TMVL,9
98639,43101,ANNR,10
98640,43101,AVD,11
98641,43101,HC,12
98642,43101,PRES,13
98643,43101,PTMS,14
98644,43102,PTMS,1
98645,43102,PRES,2
98646,43102,HC,3
98647,43102,AVD,4
98648,43102,ANNR,5
98649,43102,TMVL,6
98650,43102,ABU,7
98651,43102,PVM,8
98652,43102,KOTR,9
98653,43102,VLK,10
98654,43102,PER,11
98655,43102,VPY,12
98656,43102,BBQ,13
98657,43102,MMCC,14
98658,43103,MMCC,1
98659,43103,BBQ,2
98660,43103,VPY,3
98661,43103,PER,4
98662,43103,VLK,5
98663,43103,KOTR,6
98664,43103,PVM,7
98665,43103,ABU,8
98666,43103,TMVL,9
98667,43103,ANNR,10
98668,43103,AVD,11
98669,43103,HC,12
98670,43103,PRES,13
98671,43103,PTMS,14
98672,43104,PTMS,1
98673,43104,PRES,2
98674,43104,HC,3
98675,43104,AVD,4
98676,43104,ANNR,5
98677,43104,TMVL,6
98678,43104,ABU,7
98679,43104,PVM,8
98680,43104,KOTR,9
98681,43104,VLK,10
98682,43104,PER,11
98683,43104,VPY,12
98684,43104,BBQ,13
98685,43104,MMCC,14
98686,43105,MMCC,1
98687,43105,BBQ,2
98688,43105,VPY,3
98689,43105,PER,4
98690,43105,VLK,5
98691,43105,KOTR,6
98692,43105,PVM,7
98693,43105,ABU,8
98694,43105,TMVL,9
98695,43105,ANNR,10
98696,43105,AVD,11
98697,43105,HC,12
98698,43105,PRES,13
98699,43105,PTMS,14
98700,43106,PTMS,1
98701,43106,PRES,2
98702,43106,HC,3
98703,43106,AVD,4
98704,43106,ANNR,5
98705,43106,TMVL,6
98706,43106,ABU,7
98707,43106,PVM,8
98708,43106,KOTR,9
98709,43106,VLK,10
98710,43106,PER,11
98711,43106,VPY,12
98712,43106,BBQ,13
98713,43106,MMCC,14
98714,43107,MMCC,1
98715,43107,BBQ,2
98716,43107,VPY,3
98717,43107,PER,4
98718,43107,VLK,5
98719,43107,KOTR,6
98720,43107,PVM,7
98721,43107,ABU,8
98722,43107,TMVL,9
98723,43107,ANNR,10
98724,43107,AVD,11
98725,43107,HC,12
98726,43107,PRES,13
98727,43107,PTMS,14
98728,43108,PTMS,1
98729,43108,PRES,2
98730,43108,HC,3
98731,43108,AVD,4
98732,43108,ANNR,5
98733,43108,TMVL,6
98734,43108,ABU,7
98735,43108,PVM,8
98736,43108,KOTR,9
98737,43108,VLK,10
98738,43108,PER,11
98739,43108,VPY,12
98740,43108,BBQ,13
98741,43108,MMCC,14
98742,43109,MMCC,1
98743,43109,BBQ,2
98744,43109,VPY,3
98745,43109,PER,4
98746,43109,VLK,5
98747,43109,KOTR,6
98748,43109,PVM,7
98749,43109,ABU,8
98750,43109,TMVL,9
98751,43109,ANNR,10
98752,43109,AVD,11
98753,43109,HC,12
98754,43109,PRES,13
98755,43109,PTMS,14
98756,43110,PTMS,1
98757,43110,PRES,2
98758,43110,HC,3
98759,43110,AVD,4
98760,43110,ANNR,5
98761,43110,TMVL,6
98762,43110,ABU,7
98763,43110,PVM,8
98764,43110,KOTR,9
98765,43110,VLK,10
98766,43110,PER,11
98767,43110,VPY,12
98768,43110,BBQ,13
98769,43110,MMCC,14
98770,43111,MMCC,1
98771,43111,BBQ,2
98772,43111,VPY,3
98773,43111,PER,4
98774,43111,VLK,5
98775,43111,KOTR,6
98776,43111,PVM,7
98777,43111,ABU,8
98778,43111,TMVL,9
98779,43111,ANNR,10
98780,43111,AVD,11
98781,43111,HC,12
98782,43111,PRES,13
98783,43111,PTMS,14
98784,43112,PTMS,1
98785,43112,PRES,2
98786,43112,HC,3
98787,43112,AVD,4
98788,43112,ANNR,5
98789,43112,TMVL,6
98790,43112,ABU,7
98791,43112,PVM,8
98792,43112,KOTR,9
98793,43112,VLK,10
98794,43112,PER,11
98795,43112,VPY,12
98796,43112,BBQ,13
98797,43112,MMCC,14
98798,43113,MMCC,1
98799,43113,BBQ,2
98800,43113,VPY,3
98801,43113,PER,4
98802,43113,VLK,5
98803,43113,KOTR,6
98804,43113,PVM,7
98805,43113,ABU,8
98806,43113,TMVL,9
98807,43113,ANNR,10
98808,43113,AVD,11
98809,43113,HC,12
98810,43113,PRES,13
98811,43113,PTMS,14
98812,43114,PTMS,1
98813,43114,PRES,2
98814,43114,HC,3
98815,43114,AVD,4
98816,43114,ANNR,5
98817,43114,TMVL,6
98818,43114,ABU,7
98819,43114,PVM,8
98820,43114,KOTR,9
98821,43114,VLK,10
98822,43114,PER,11
98823,43114,VPY,12
98824,43114,BBQ,13
98825,43114,MMCC,14
98826,43115,MMCC,1
98827,43115,BBQ,2
98828,43115,VPY,3
98829,43115,PER,4
98830,43115,VLK,5
98831,43115,KOTR,6
98832,43115,PVM,7
98833,43115,ABU,8
98834,43115,TMVL,9
98835,43115,ANNR,10
98836,43115,AVD,11
98837,43115,HC,12
98838,43115,PRES,13
98839,43115,PTMS,14
98840,43116,PTMS,1
98841,43116,PRES,2
98842,43116,HC,3
98843,43116,AVD,4
98844,43116,ANNR,5
98845,43116,TMVL,6
98846,43116,ABU,7
98847,43116,PVM,8
98848,43116,KOTR,9
98849,43116,VLK,10
98850,43116,PER,11
98851,43116,VPY,12
98852,43116,BBQ,13
98853,43116,MMCC,14
98854,43117,MMCC,1
98855,43117,BBQ,2
98856,43117,VPY,3
98857,43117,PER,4
98858,43117,VLK,5
98859,43117,KOTR,6
98860,43117,PVM,7
98861,43117,ABU,8
98862,43117,TMVL,9
98863,43117,ANNR,10
98864,43117,AVD,11
98865,43117,HC,12
98866,43117,PRES,13
98867,43117,PTMS,14
98868,43118,PTMS,1
98869,43118,PRES,2
98870,43118,HC,3
98871,43118,AVD,4
98872,43118,ANNR,5
98873,43118,TMVL,6
98874,43118,ABU,7
98875,43118,PVM,8
98876,43118,KOTR,9
98877,43118,VLK,10
98878,43118,PER,11
98879,43118,VPY,12
98880,43118,BBQ,13
98881,43118,MMCC,14
98882,43119,MMCC,1
98883,43119,BBQ,2
98884,43119,VPY,3
98885,43119,PER,4
98886,43119,VLK,5
98887,43119,KOTR,6
98888,43119,PVM,7
98889,43119,ABU,8
98890,43119,TMVL,9
98891,43119,ANNR,10
98892,43119,AVD,11
98893,43119,HC,12
98894,43119,PRES,13
98895,43119,PTMS,14
98896,43120,PTMS,1
98897,43120,PRES,2
98898,43120,HC,3
98899,43120,AVD,4
98900,43120,ANNR,5
98901,43120,TMVL,6
98902,43120,ABU,7
98903,43120,PVM,8
98904,43120,KOTR,9
98905,43120,VLK,10
98906,43120,PER,11
98907,43120,VPY,12
98908,43120,BBQ,13
98909,43120,MMCC,14
98910,43121,MMCC,1
98911,43121,BBQ,2
98912,43121,VPY,3
98913,43121,PER,4
98914,43121,VLK,5
98915,43121,KOTR,6
98916,43121,PVM,7
98917,43121,ABU,8
98918,43121,TMVL,9
98919,43121,ANNR,10
98920,43121,AVD,11
98921,43121,HC,12
98922,43121,PRES,13
98923,43121,PTMS,14
98924,43122,PTMS,1
98925,43122,PRES,2
98926,43122,HC,3
98927,43122,AVD,4
98928,43122,ANNR,5
98929,43122,TMVL,6
98930,43122,ABU,7
98931,43122,PVM,8
98932,43122,KOTR,9
98933,43122,VLK,10
98934,43122,PER,11
98935,43122,VPY,12
98936,43122,BBQ,13
98937,43122,MMCC,14
98938,43123,MMCC,1
98939,43123,BBQ,2
98940,43123,VPY,3
98941,43123,PER,4
98942,43123,VLK,5
98943,43123,ABU,6
98944,43123,AVD,7
98945,43123,PRES,8
98946,43123,PTMS,9
98947,43124,PTMS,1
98948,43124,PRES,2
98949,43124,HC,3
98950,43124,AVD,4
98951,43124,ANNR,5
98952,43124,TMVL,6
98953,43124,ABU,7
98954,43124,PVM,8
98955,43124,KOTR,9
98956,43124,VLK,10
98957,43124,PER,11
98958,43124,VPY,12
98959,43124,BBQ,13
98960,43124,MMCC,14
98961,43125,MMCC,1
98962,43125,BBQ,2
98963,43125,VPY,3
98964,43125,PER,4
98965,43125,VLK,5
98966,43125,ABU,6
98967,43125,AVD,7
98968,43125,PTMS,8
98969,43126,PTMS,1
98970,43126,PRES,2
98971,43126,HC,3
98972,43126,AVD,4
98973,43126,ANNR,5
98974,43126,TMVL,6
98975,43126,ABU,7
98976,43126,PVM,8
98977,43126,KOTR,9
98978,43126,VLK,10
98979,43126,PER,11
98980,43126,VPY,12
98981,43126,BBQ,13
98982,43126,MMCC,14
98983,43127,MMCC,1
98984,43127,BBQ,2
98985,43127,VPY,3
98986,43127,PER,4
98987,43127,VLK,5
98988,43127,ABU,6
98989,43127,AVD,7
98990,43127,PTMS,8
98991,43128,PTMS,1
98992,43128,PRES,2
98993,43128,HC,3
98994,43128,AVD,4
98995,43128,ANNR,5
98996,43128,TMVL,6
98997,43128,ABU,7
98998,43128,PVM,8
98999,43128,KOTR,9
99000,43128,VLK,10
99001,43128,PER,11
99002,43128,VPY,12
99003,43128,BBQ,13
99004,43128,MMCC,14
99005,43130,PTMS,1
99006,43130,PRES,2
99007,43130,HC,3
99008,43130,AVD,4
99009,43130,ANNR,5
99010,43130,TMVL,6
99011,43130,ABU,7
99012,43130,PVM,8
99013,43130,KOTR,9
99014,43130,VLK,10
99015,43130,PER,11
99016,43130,VPY,12
99017,43130,BBQ,13
99018,43130,MMCC,14
99019,43132,PTMS,1
99020,43132,PRES,2
99021,43132,HC,3
99022,43132,AVD,4
99023,43132,ANNR,5
99024,43132,TMVL,6
99025,43132,ABU,7
99026,43132,PVM,8
99027,43132,KOTR,9
99028,43132,VLK,10
99029,43132,PER,11
99030,43132,VPY,12
99031,43132,BBQ,13
99032,43132,MMCC,14
99033,43201,MMCC,1
99034,43201,BBQ,2
99035,43201,VPY,3
99036,43201,PER,4
99037,43201,VLK,5
99038,43201,KOTR,6
99039,43201,PVM,7
99040,43201,ABU,8
99041,43201,TMVL,9
99042,43201,ANNR,10
99043,43201,AVD,11
99044,43201,HC,12
99045,43201,PRWS,13
99046,43201,TI,14
99047,43201,VEU,15
99048,43201,SVR,16
99049,43201,PTLR,17
99050,43201,TRL,18
99051,43202,TRL,1
99052,43202,PTLR,2
99053,43202,SVR,3
99054,43202,VEU,4
99055,43202,TI,5
99056,43202,PRWS,6
99057,43202,PRES,7
99058,43202,HC,8
99059,43202,AVD,9
99060,43202,ANNR,10
99061,43202,TMVL,11
99062,43202,ABU,12
99063,43202,PVM,13
99064,43202,KOTR,14
99065,43202,VLK,15
99066,43202,PER,16
99067,43202,VPY,17
99068,43202,BBQ,18
99069,43202,MMCC,19
99070,43203,MMCC,1
99071,43203,BBQ,2
99072,43203,VPY,3
99073,43203,PER,4
99074,43203,VLK,5
99075,43203,KOTR,6
99076,43203,PVM,7
99077,43203,ABU,8
99078,43203,TMVL,9
99079,43203,ANNR,10
99080,43203,AVD,11
99081,43203,HC,12
99082,43203,PRES,13
99083,43203,PRWS,14
99084,43203,TI,15
99085,43203,VEU,16
99086,43203,SVR,17
99087,43203,PTLR,18
99088,43203,TRL,19
99089,43204,TRL,1
99090,43204,PTLR,2
99091,43204,SVR,3
99092,43204,VEU,4
99093,43204,TI,5
99094,43204,PRWS,6
99095,43204,PRES,7
99096,43204,HC,8
99097,43204,AVD,9
99098,43204,ANNR,10
99099,43204,TMVL,11
99100,43204,ABU,12
99101,43204,PVM,13
99102,43204,KOTR,14
99103,43204,VLK,15
99104,43204,PER,16
99105,43204,VPY,17
99106,43204,BBQ,18
99107,43204,MMCC,19
99108,43205,MMCC,1
99109,43205,BBQ,2
99110,43205,VPY,3
99111,43205,PER,4
99112,43205,VLK,5
99113,43205,KOTR,6
99114,43205,PVM,7
99115,43205,ABU,8
99116,43205,TMVL,9
99117,43205,ANNR,10
99118,43205,AVD,11
99119,43205,HC,12
99120,43205,PRES,13
99121,43205,PRWS,14
99122,43205,TI,15
99123,43205,VEU,16
99124,43205,SVR,17
99125,43205,PTLR,18
99126,43205,TRL,19
99127,43206,TRL,1
99128,43206,PTLR,2
99129,43206,SVR,3
99130,43206,VEU,4
99131,43206,TI,5
99132,43206,PRWS,6
99133,43206,PRES,7
99134,43206,HC,8
99135,43206,AVD,9
99136,43206,ANNR,10
99137,43206,TMVL,11
99138,43206,ABU,12
99139,43206,PVM,13
99140,43206,KOTR,14
99141,43206,VLK,15
99142,43206,PER,16
99143,43206,VPY,17
99144,43206,BBQ,18
99145,43206,MMCC,19
99146,43207,MMCC,1
99147,43207,BBQ,2
99148,43207,VPY,3
99149,43207,PER,4
99150,43207,VLK,5
99151,43207,KOTR,6
99152,43207,PVM,7
99153,43207,ABU,8
99154,43207,TMVL,9
99155,43207,ANNR,10
99156,43207,AVD,11
99157,43207,HC,12
99158,43207,PRES,13
99159,43207,PRWS,14
99160,43207,TI,15
99161,43207,VEU,16
99162,43207,SVR,17
99163,43207,PTLR,18
99164,43207,TRL,19
99165,43208,TRL,1
99166,43208,PTLR,2
99167,43208,SVR,3
99168,43208,VEU,4
99169,43208,TI,5
99170,43208,PRWS,6
99171,43208,PRES,7
99172,43208,HC,8
99173,43208,AVD,9
99174,43208,ANNR,10
99175,43208,TMVL,11
99176,43208,ABU,12
99177,43208,PVM,13
99178,43208,KOTR,14
99179,43208,VLK,15
99180,43208,PER,16
99181,43208,VPY,17
99182,43208,BBQ,18
99183,43208,MMCC,19
99184,43209,MMCC,1
99185,43209,BBQ,2
99186,43209,VPY,3
99187,43209,PER,4
99188,43209,VLK,5
99189,43209,KOTR,6
99190,43209,PVM,7
99191,43209,ABU,8
99192,43209,TMVL,9
99193,43209,ANNR,10
99194,43209,AVD,11
99195,43209,HC,12
99196,43209,PRES,13
99197,43209,PRWS,14
99198,43209,TI,15
99199,43209,VEU,16
99200,43209,SVR,17
99201,43209,PTLR,18
99202,43209,TRL,19
99203,43210,TRL,1
99204,43210,PTLR,2
99205,43210,SVR,3
99206,43210,VEU,4
99207,43210,TI,5
99208,43210,PRWS,6
99209,43210,PRES,7
99210,43210,HC,8
99211,43210,AVD,9
99212,43210,ANNR,10
99213,43210,TMVL,11
99214,43210,ABU,12
99215,43210,PVM,13
99216,43210,KOTR,14
99217,43210,VLK,15
99218,43210,PER,16
99219,43210,VPY,17
99220,43210,BBQ,18
99221,43210,MMCC,19
99222,43211,MMCC,1
99223,43211,BBQ,2
99224,43211,VPY,3
99225,43211,PER,4
99226,43211,VLK,5
99227,43211,KOTR,6
99228,43211,PVM,7
99229,43211,ABU,8
99230,43211,TMVL,9
99231,43211,ANNR,10
99232,43211,AVD,11
99233,43211,HC,12
99234,43211,PRES,13
99235,43211,PRWS,14
99236,43211,TI,15
99237,43211,VEU,16
99238,43211,SVR,17
99239,43211,PTLR,18
99240,43211,TRL,19
99241,43212,TRL,1
99242,43212,PTLR,2
99243,43212,SVR,3
99244,43212,VEU,4
99245,43212,TI,5
99246,43212,PRWS,6
99247,43212,PRES,7
99248,43212,HC,8
99249,43212,AVD,9
99250,43212,ANNR,10
99251,43212,TMVL,11
99252,43212,ABU,12
99253,43212,PVM,13
99254,43212,KOTR,14
99255,43212,VLK,15
99256,43212,PER,16
99257,43212,VPY,17
99258,43212,BBQ,18
99259,43212,MMCC,19
99260,43213,MMCC,1
99261,43213,BBQ,2
99262,43213,VPY,3
99263,43213,PER,4
99264,43213,VLK,5
99265,43213,KOTR,6
99266,43213,PVM,7
99267,43213,ABU,8
99268,43213,TMVL,9
99269,43213,ANNR,10
99270,43213,AVD,11
99271,43213,HC,12
99272,43213,PRES,13
99273,43213,PRWS,14
99274,43213,TI,15
99275,43213,VEU,16
99276,43213,SVR,17
99277,43213,PTLR,18
99278,43213,TRL,19
99279,43214,TRL,1
99280,43214,PTLR,2
99281,43214,SVR,3
99282,43214,VEU,4
99283,43214,TI,5
99284,43214,PRWS,6
99285,43214,PRES,7
99286,43214,HC,8
99287,43214,AVD,9
99288,43214,ANNR,10
99289,43214,TMVL,11
99290,43214,ABU,12
99291,43214,PVM,13
99292,43214,KOTR,14
99293,43214,VLK,15
99294,43214,PER,16
99295,43214,VPY,17
99296,43214,BBQ,18
99297,43214,MMCC,19
99298,43215,MMCC,1
99299,43215,BBQ,2
99300,43215,VPY,3
99301,43215,PER,4
99302,43215,VLK,5
99303,43215,KOTR,6
99304,43215,PVM,7
99305,43215,ABU,8
99306,43215,TMVL,9
99307,43215,ANNR,10
99308,43215,AVD,11
99309,43215,HC,12
99310,43215,PRES,13
99311,43215,PRWS,14
99312,43215,TI,15
99313,43215,VEU,16
99314,43215,SVR,17
99315,43215,PTLR,18
99316,43215,TRL,19
99317,43216,TRL,1
99318,43216,TI,2
99319,43216,VLK,3
99320,43216,PER,4
99321,43216,BBQ,5
99322,43216,MMCC,6
99323,43217,MMCC,1
99324,43217,BBQ,2
99325,43217,VPY,3
99326,43217,PER,4
99327,43217,VLK,5
99328,43217,KOTR,6
99329,43217,PVM,7
99330,43217,ABU,8
99331,43217,TMVL,9
99332,43217,ANNR,10
99333,43217,AVD,11
99334,43217,HC,12
99335,43217,PRES,13
99336,43217,PRWS,14
99337,43217,TI,15
99338,43217,VEU,16
99339,43217,SVR,17
99340,43217,PTLR,18
99341,43217,TRL,19
99342,43218,TRL,1
99343,43218,PTLR,2
99344,43218,SVR,3
99345,43218,VEU,4
99346,43218,TI,5
99347,43218,PRWS,6
99348,43218,PRES,7
99349,43218,HC,8
99350,43218,AVD,9
99351,43218,ANNR,10
99352,43218,TMVL,11
99353,43218,ABU,12
99354,43218,PVM,13
99355,43218,KOTR,14
99356,43218,VLK,15
99357,43218,PER,16
99358,43218,VPY,17
